LAMMPS data file via write_data, version 28 Jun 2014, timestep = 0

420 atoms
3 atom types

0.0000000000000000e+00 2.5687134504920127e+01 xlo xhi
-2.2245711031688635e-03 2.2247935602791809e+01 ylo yhi
-3.2108918131150160e-01 3.2108918131150160e-01 zlo zhi

Masses

1 1
2 1
3 1

Pair Coeffs # lj/cut

1 1 1
2 1 1
3 1 1

Atoms # atomic

1 2 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0 0 0
2 2 6.4217836262300321e-01 1.1122855515844319e+00 0.0000000000000000e+00 0 0 0
3 2 1.2843567252460064e+00 0.0000000000000000e+00 0.0000000000000000e+00 0 0 0
4 2 1.9265350878690097e+00 1.1122855515844319e+00 0.0000000000000000e+00 0 0 0
5 2 2.5687134504920128e+00 0.0000000000000000e+00 0.0000000000000000e+00 0 0 0
6 2 3.2108918131150159e+00 1.1122855515844319e+00 0.0000000000000000e+00 0 0 0
7 2 3.8530701757380195e+00 0.0000000000000000e+00 0.0000000000000000e+00 0 0 0
8 2 4.4952485383610226e+00 1.1122855515844319e+00 0.0000000000000000e+00 0 0 0
9 2 5.1374269009840257e+00 0.0000000000000000e+00 0.0000000000000000e+00 0 0 0
10 2 5.7796052636070288e+00 1.1122855515844319e+00 0.0000000000000000e+00 0 0 0
11 2 6.4217836262300318e+00 0.0000000000000000e+00 0.0000000000000000e+00 0 0 0
12 2 7.0639619888530349e+00 1.1122855515844319e+00 0.0000000000000000e+00 0 0 0
13 2 7.7061403514760389e+00 0.0000000000000000e+00 0.0000000000000000e+00 0 0 0
14 2 8.3483187140990420e+00 1.1122855515844319e+00 0.0000000000000000e+00 0 0 0
15 2 8.9904970767220451e+00 0.0000000000000000e+00 0.0000000000000000e+00 0 0 0
16 2 9.6326754393450482e+00 1.1122855515844319e+00 0.0000000000000000e+00 0 0 0
17 2 1.0274853801968051e+01 0.0000000000000000e+00 0.0000000000000000e+00 0 0 0
18 2 1.0917032164591054e+01 1.1122855515844319e+00 0.0000000000000000e+00 0 0 0
19 2 1.1559210527214058e+01 0.0000000000000000e+00 0.0000000000000000e+00 0 0 0
20 2 1.2201388889837061e+01 1.1122855515844319e+00 0.0000000000000000e+00 0 0 0
21 2 1.2843567252460064e+01 0.0000000000000000e+00 0.0000000000000000e+00 0 0 0
